compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1Al3,aflow:7413b3250d02a3e1,,,0.00592225,16.8516,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f22
Ag1Al3,aflow:7699bd790a5f4bc1,,,-0.0180145,16.7559,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/13
Ag1Al3,aflow:79f9b769238792b2,,,0.00591575,16.8515,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/19
Ag1Al3,aflow:7ac280cef038dbb9,,,0.0090945,16.8517,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/73
Ag1Al3,aflow:801ba50b6f8a0d65,,,0.119661,17.3732,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/68
Ag1Al3,aflow:95bbc70e269b08fe,,,0.0304537,16.965,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/22
Ag1Al3,aflow:998fb8f4d4fd48ce,,,0.0721247,17.078,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/70
Ag1Al3,aflow:a51b3df7cf00ee3b,,,-0.0179255,16.7099,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f24
Ag1Al3,aflow:abb3f809047d3815,,,0.073222,17.4098,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/82
Ag1Al3,aflow:bf902c37fcade370,,,-0.00644175,16.8327,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/16
Ag1Al3,aflow:c2fe2a7b1d95b08c,,,0.030459,16.9525,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f25
Ag1Al3,aflow:d3f93b3cbce19111,,,0.132143,17.5306,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/84
Ag1Al3,aflow:f086e12921d9c509,,,-0.0309538,16.8103,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/27
Ag1Al4,aflow:3829f0c0ae77535f,,,0.343319,20.8606,229,cI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/654.BA
Ag1Al4,aflow:5800422152999702,,,0.199729,19.1503,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/202
Ag1Al4,aflow:655f5b2c95c7319b,,,-0.001893,16.8191,12,mS10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f52
Ag1Al4,aflow:7903ca312c207cf6,,,0.0181882,16.8537,87,tI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/285
Ag1Al4,aflow:7aedba8acea6ee7a,,,0.0182824,16.829,87,tI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f57
Ag1Al4,aflow:975805342f04c541,,,-0.0191782,16.6936,166,hR5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f50
Ag1Al4,aflow:b7fd3ebd78e42ff9,,,-0.0109058,16.6611,139,tI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f53
Ag1Al4,aflow:b9e2624064202f59,,,0.006807,16.7692,71,oI10,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f51
Ag1Al4As1,aflow:f4aa1dcc87eba0f8,,,0.25123,18.1969,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlAs/T0010.BCA
Ag1Al4Au1,aflow:f47dd87c8571ac1e,,,0.153377,17.7524,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlAu/T0010.BCA
Ag1Al4B1,aflow:ab3986d9e1d39cff,,,0.776441,16.9957,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlB_h/T0010.BCA
Ag1Al4Ba1,aflow:9cc6d3c0dcff1116,,,0.0696668,22.6368,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBa_sv/T0010.BCA
Ag1Al4Be1,aflow:c5bbd05132eb54a1,,,0.430174,17.1272,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBe_sv/T0010.BCA
Ag1Al4Bi1,aflow:f9e972370f1ad3e6,,,0.218618,20.1435,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBi_d/T0010.BCA
Ag1Al4Br1,aflow:d5b337d1f6d0072f,,,0.247162,20.3069,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlBr/T0010.BCA
Ag1Al4Ca1,aflow:50fc44342181bd1e,,,-0.051848,19.9533,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCa_sv/T0010.BCA
Ag1Al4Cd1,aflow:e962d2e3670580b7,,,0.191482,18.9097,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCd/T0010.BCA
Ag1Al4Cl1,aflow:9c34a2cb1be9aa9a,,,0.182154,19.6253,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCl/T0010.BCA
Ag1Al4Co1,aflow:d6c01d6e1850570d,,,0.249455,15.6576,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCo/T0010.BCA
Ag1Al4Cr1,aflow:8529d2a687e02059,,,0.32449,15.8032,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCr_pv/T0010.BCA
Ag1Al4Cu1,aflow:a0c00ec6ec7b91ec,,,0.257917,17.1489,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlCu_pv/T0010.BCA
Ag1Al4Fe1,aflow:89c10b1fac531e84,,,0.265433,15.9153,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlFe_pv/T0010.BCA
Ag1Al4Ga1,aflow:6ecf95031b511972,,,0.182219,18.421,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGa_h/T0010.BCA
Ag1Al4Ge1,aflow:76bb0cf87d67d5e4,,,0.231916,18.3598,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlGe_h/T0010.BCA
Ag1Al4Hf1,aflow:cdcd947854a1cd8f,,,-0.0223537,17.6776,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHf_pv/T0010.BCA
Ag1Al4Hg1,aflow:8dbd23e1b77d7c86,,,0.220761,19.1387,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlHg/T0010.BCA
Ag1Al4In1,aflow:cc9eac1ecf12bc2f,,,0.18134,19.3163,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIn_d/T0010.BCA
Ag1Al4Ir1,aflow:0f2592a15fca971f,,,0.053077,15.5336,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlIr/T0010.BCA
Ag1Al4K1,aflow:4847295b9c1530fb,,,0.239588,21.2062,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlK_sv/T0010.BCA
Ag1Al4La1,aflow:c06b9f98428d490b,,,-0.137958,20.6894,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLa/T0010.BCA
Ag1Al4Li1,aflow:2444c2ce17a0d40b,,,0.0684793,18.2044,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlLi_sv/T0010.BCA
Ag1Al4Mg1,aflow:7441a4f57e7e22c0,,,0.0970783,18.5194,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlMg_pv/T0010.BCA
Ag1Al4Mn1,aflow:10ca02bafae2778f,,,0.291069,15.5696,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlMn_pv/T0010.BCA
Ag1Al4Mo1,aflow:81a566ffb0d95af1,,,0.148271,16.0066,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlMo_pv/T0010.BCA
Ag1Al4Na1,aflow:6fa43b0fb4ca4d54,,,0.126154,19.3234,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlNa_sv/T0010.BCA
Ag1Al4Nb1,aflow:66699ddb6c82eb24,,,0.0736547,16.7535,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlNb_sv/T0010.BCA
Ag1Al4Ni1,aflow:c3ad21b064e4cd42,,,0.21208,16.1611,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlNi_pv/T0010.BCA
Ag1Al4Os1,aflow:38c2c339cfe37a1a,,,0.170852,15.3129,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlOs_pv/T0010.BCA
Ag1Al4P1,aflow:445bbc8dee104c8d,,,0.326868,17.5959,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlP/T0010.BCA
Ag1Al4Pb1,aflow:f098363a036d2aa7,,,0.210351,20.2882,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlPb_d/T0010.BCA
Ag1Al4Pd1,aflow:9249648d6b97d7b8,,,0.0134442,16.7504,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlPd_pv/T0010.BCA
Ag1Al4Pt1,aflow:4070b26f4dfa0976,,,0.0318332,16.432,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlPt/T0010.BCA
Ag1Al4Re1,aflow:187249f5693cadc9,,,0.180904,15.4202,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlRe_pv/T0010.BCA
Ag1Al4Rh1,aflow:56affece5e9f7473,,,-0.0201385,15.7992,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlRh_pv/T0010.BCA
Ag1Al4Ru1,aflow:992313fdafdbd2a4,,,0.0572537,15.525,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlRu_pv/T0010.BCA
Ag1Al4Sb1,aflow:ce58fa768ab2cf0a,,,0.176634,19.408,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSb/T0010.BCA
Ag1Al4Sc1,aflow:1bf265c5eea0186d,,,-0.0993878,18.1881,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSc_sv/T0010.BCA
Ag1Al4Se1,aflow:edd40c470ac6f7ec,,,0.234365,18.787,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSe/T0010.BCA
Ag1Al4Si1,aflow:bfa539a2487e3cfb,,,0.321684,17.7009,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSi/T0010.BCA
Ag1Al4Sn1,aflow:02b706c97e5f8a8b,,,0.177535,19.4682,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSn/T0010.BCA
Ag1Al4Sr1,aflow:7c4c1877fd27f8f3,,,-0.000286,21.2161,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlSr_sv/T0010.BCA
Ag1Al4Ta1,aflow:eeeb8fbdd78d3c86,,,0.134809,16.6205,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlTa_pv/T0010.BCA
Ag1Al4Tc1,aflow:3c3de1213aafdde9,,,0.0818962,15.6076,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlTc_pv/T0010.BCA
Ag1Al4Te1,aflow:b21436d122fe9cee,,,0.246581,19.7991,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlTe/T0010.BCA
Ag1Al4Ti1,aflow:1314b8f5955908ed,,,0.035997,17.0572,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlTi_sv/T0010.BCA
Ag1Al4Tl1,aflow:aeeb13227a69e83c,,,0.231827,20.0358,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlTl_d/T0010.BCA
Ag1Al4V1,aflow:dc068b63d2a721f7,,,0.156437,16.5883,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlV_sv/T0010.BCA
Ag1Al4W1,aflow:d5d66788aab2f4db,,,0.253184,15.9041,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlW_pv/T0010.BCA
Ag1Al4Y1,aflow:101801cd110d1f81,,,-0.145199,19.3883,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlY_sv/T0010.BCA
Ag1Al4Zn1,aflow:6abebc875e4a0d18,,,0.217745,17.9818,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlZn/T0010.BCA
Ag1Al4Zr1,aflow:f73fce24eee2f3ed,,,-0.0778353,17.904,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAlZr_sv/T0010.BCA
Ag1Al5,aflow:08fd2eacc8bd148f,,,-0.00481833,16.6721,123,tP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/478
Ag1Al5,aflow:187cf06a758e160b,,,0.00322767,16.6548,12,mS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f130
Ag1Al5,aflow:18b03d4ce52b7ee3,,,-0.00701983,16.7013,123,tP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f133
Ag1Al5,aflow:2296a1493d2d1e9d,,,-0.00376167,16.705,12,mS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f136
Ag1Al5,aflow:3a5299e4607aaf9e,,,0.000692667,16.7096,2,aP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f132
Ag1Al5,aflow:3f2072f7e741bb48,,,-0.0118745,16.6478,164,hP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f128
Ag1Al5,aflow:4c1fac63ee5f7017,,,0.010262,16.8488,12,mS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f135
Ag1Al5,aflow:86ad4fa6465ba74e,,,0.000591,16.6997,10,mP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f131
Ag1Al5,aflow:9d8fd0c2ab11c29c,,,0.0050185,16.7343,47,oP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f129
Ag1Al5,aflow:a25be0d86d800efe,,,0.0423212,16.9044,38,oS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/141
Ag1Al5,aflow:be9ea01656967dee,,,0.0212197,16.7744,65,oS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/479
Ag1Al5,aflow:c0a05bab3b547602,,,0.197326,17.9111,216,cF24,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/252
Ag1Al5,aflow:d1dab2300de03962,,,0.0206205,16.8104,65,oS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f137
Ag1Al5,aflow:dadebf1d5e476d93,,,0.0157317,16.8081,12,mS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f134
Ag1Al5,aflow:fb4fc1e4de69522b,,,0.242385,18.8537,191,hP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/204
Ag1Al5,aflow:fb463611f9db1b76,,,0.0405835,16.9159,8,mS12,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/128
Ag1Al5,aflow:fdb0e0cac0d7378c,,,0.0598665,16.9913,189,hP6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/474
Ag1Al6,aflow:604d0692e4603755,,,0.0144304,16.7516,2,aP7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f233
Ag1Al6,aflow:64b25b3b5df3d941,,,0.00144229,16.6739,12,mS14,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f231
Ag1Al6,aflow:6659efdd48b29771,,,-0.00711357,16.6267,139,tI14,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f232
Ag1Al6,aflow:b711392a88576ec4,,,0.00317186,16.6838,2,aP7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f230
Ag1Al6,aflow:df03463034f18ec4,,,-0.010929,16.6088,166,hR7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f228
Ag1Al6,aflow:e277b07a9e8b9f9c,,,0.00754914,16.7351,71,oI14,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f229
Ag1Al6,aflow:ec572062f7ab3374,,,0.00981943,16.713,148,hR7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f241
Ag1Al7,aflow:1e29b65bd734b78a,,,0.0127088,16.7274,65,oS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f522
Ag1Al7,aflow:286e2c485286af7a,,,0.0116666,16.7109,139,tI16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f523
Ag1Al7,aflow:2ad7da68972dd0d0,,,-0.0017035,16.6534,123,tP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f431
Ag1Al7,aflow:2fb93a5ee2443e21,,,0.0151809,16.7191,123,tP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f623
Ag1Al7,aflow:385a26106d2195e0,,,0.0107715,16.7157,69,oF32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f521
Ag1Al7,aflow:3aaab489126b8cf6,,,0.000687875,16.6708,12,mS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f429
Ag1Al7,aflow:3c226f686e547c5c,,,0.00786625,16.6744,2,aP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f433
Ag1Al7,aflow:41c0a8229c52543d,,,0.007998,16.6399,225,cF32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/309
Ag1Al7,aflow:4cf19b3550a63546,,,0.00373738,16.6746,65,oS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f520
Ag1Al7,aflow:53e0dcf770b6680d,,,0.00803938,16.6158,225,cF32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f631
Ag1Al7,aflow:8cbd8374b0a83687,,,-0.00010125,16.6516,12,mS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f430
Ag1Al7,aflow:a2a51376708ba359,,,0.006875,16.6664,12,mS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f610
Ag1Al7,aflow:a5b215f47975ab98,,,-0.010322,16.6181,166,hR8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f426
Ag1Al7,aflow:ae337a9593a37eb4,,,0.000852125,16.6333,10,mP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f544
Ag1Al7,aflow:ba753de31f91a221,,,0.0145265,16.7226,12,mS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f432
Ag1Al7,aflow:d11dd52e81b7d536,,,0.00696313,16.6522,47,oP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f427
Ag1Al7,aflow:d65cd5e638f871f3,,,0.002218,16.6551,47,oP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f590
Ag1Al7,aflow:d872ed120c3be4d7,,,0.0111626,16.6948,65,oS16,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f591
Ag1Al7,aflow:ddc2c97c45c83e98,,,0.014064,16.6803,123,tP8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f592
Ag1Al8,aflow:0da7f88bff780347,,,0.008275,16.6507,139,tI18,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/312
Ag1As1,aflow:1f329d503ba8e259,,,0.277631,18.98,221,cP2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/61
Ag1As1,aflow:3bed5d3eff8e5600,,,0.250695,18.9285,187,hP2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/116
Ag1As1,aflow:42effb3c51a71556,,,0.490511,25.3819,216,cF8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/218
Ag1As1,aflow:5f425d4de3b9d286,,,0.218894,18.9642,166,hR2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/4
Ag1As1,aflow:7839f2404b44be62,,,0.204821,18.9431,123,tP2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/60
Ag1As1,aflow:8d1bb651b38d350e,,,0.29151,20.2071,225,cF8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/201
Ag1As1,aflow:9bf5f40bb789a196,,,0.204665,18.8821,123,tP2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/3
Ag1As1Au1,aflow:0e84d3702804fa81,,,0.286722,21.1582,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0003.CAB
Ag1As1Au1,aflow:424153dbf33e8dba,,,0.115644,20.7358,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0003.ABC
Ag1As1Au1,aflow:4f067fb8638914f1,,,0.16842,18.5241,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC003.ABC
Ag1As1Au1,aflow:89790cc4d7c410ab,,,0.13112,18.5077,107,tI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC003.ABC
Ag1As1Au1,aflow:b0c55b618cd189c9,,,0.139589,21.2333,216,cF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0003.BCA
Ag1As1Au1,aflow:cb4b78a6c6d23ab9,,,0.126615,18.4852,42,oF12,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC001.ABC
Ag1As1Au1,aflow:db0eb2af5e1a7974,,,0.151328,18.3437,44,oI6,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC002.ABC
Ag1As1Au1,aflow:e396a4776050eeb2,,,0.144203,18.6517,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC002.ABC
Ag1As1Au1,aflow:fd8c9478c65db805,,,0.140696,18.4178,156,hP3,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC001.ABC
Ag1As1Au2,aflow:1cc9e60cca9d544a,,,0.1156,18.5179,71,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC012.CAB
Ag1As1Au2,aflow:231f5b414b85fba1,,,0.111277,18.4345,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC016.CAB
Ag1As1Au2,aflow:236c51fffa65a7c1,,,0.102928,18.2314,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC010.CAB
Ag1As1Au2,aflow:2dd1170dbfe0024e,,,0.0642574,18.8149,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC010.CAB
Ag1As1Au2,aflow:34dca98ef4828572,,,0.100072,18.3326,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC015.CAB
Ag1As1Au2,aflow:390c12001b18bcf3,,,0.130278,18.4454,47,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC015.CAB
Ag1As1Au2,aflow:3eff750e20e86cdd,,,0.099752,18.2558,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC011.CAB
Ag1As1Au2,aflow:465bbca644b3043b,0,metal,0.179054,18.5075,225,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0001.ABC2
Ag1As1Au2,aflow:4bf1b6d25c4ca708,,,0.0840815,18.3522,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC012.CAB
Ag1As1Au2,aflow:513f1ec588c605fb,,,0.0985787,18.3883,35,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC004.CAB
Ag1As1Au2,aflow:54b76a3953fbdc5c,,,0.0995213,18.3724,8,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC006.CAB
Ag1As1Au2,aflow:5586de9c254e86aa,,,0.115181,18.3177,119,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC008.CAB
Ag1As1Au2,aflow:6194afcfbe2f0ba1,,,0.119616,18.3394,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC011.CAB
Ag1As1Au2,aflow:65a276dd1c6ff442,,,0.194761,18.6045,216,cF16,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/T0002.ABC2
Ag1As1Au2,aflow:7b8534a14b0fd6ce,,,0.0590431,18.8233,6,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC005.CAB
Ag1As1Au2,aflow:88ae57d4b2f584bf,,,0.101998,18.2511,166,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC009.CAB
Ag1As1Au2,aflow:8b35020bbfc8429c,,,0.105014,18.5822,44,oI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC007.CAB
Ag1As1Au2,aflow:a36f6182f25c7a6b,,,0.111789,18.3143,139,tI8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC013.CAB
Ag1As1Au2,aflow:b6ad0ef72c2b4927,,,0.103377,18.2817,123,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC016.CAB
Ag1As1Au2,aflow:c02654ce4e75f429,,,0.0844408,18.3092,65,oS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC009.CAB
Ag1As1Au2,aflow:c2e6b56a1d80acb2,,,0.106387,18.374,10,mP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC014.CAB
Ag1As1Au2,aflow:cfb73dd6d818707e,,,0.098538,18.39,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC007.CAB
Ag1As1Au2,aflow:db1cbde56f790b9c,,,0.126112,18.3938,12,mS8,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC014.CAB
Ag1As1Au2,aflow:dd69c3af2360c12f,,,0.110995,18.3827,160,hR4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC004.CAB
Ag1As1Au2,aflow:ebc2ab99ca3a848d,,,0.13674,18.4521,99,tP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TBCC006.CAB
Ag1As1Au2,aflow:f71d04324ab49824,,,0.109644,18.3603,25,oP4,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/AgAsAu/TFCC005.CAB
