compound,auid,Egap,Egap_type,enthalpy_formation_atom,volume_atom,spacegroup_relax,Pearson_symbol_relax,aurl
Ag1,aflow:53ca5b4957fd6db2,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgZr_sv/303
Ag1,aflow:55b353faf83bd7ac,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTc_pv/59
Ag1,aflow:562f34e576a39ce5,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRe_pv/2
Ag1,aflow:58420668a8648b67,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTe/f1
Ag1,aflow:5930f51d2aaa5ee4,,,0.030307,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLi_sv/b1
Ag1,aflow:5a2f2970dac17e8f,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRe_pv/303
Ag1,aflow:5b596cb3a02b52e1,,,0.001524,17.8343,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMg_pv/f1
Ag1,aflow:5b3d91678c52136e,0,metal,,17.8585,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_53761
Ag1,aflow:5b45d3ef8e16ae26,,,2.5262,3375,,,aflowlib.duke.edu:AFLOWDATA/LIB0_WEB/Ag:GGA:01Apr2000/0
Ag1,aflow:5cfcfa0ffa177d4b,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLa/b1
Ag1,aflow:5ca6c3b5f27ee3ea,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSi/f1
Ag1,aflow:5cba5dd26762d794,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgZn/b1
Ag1,aflow:5d88f887aebd8f8f,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCu_pv/2
Ag1,aflow:6085dc804b2e8771,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSe/2
Ag1,aflow:608c00a72d68b597,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIn_d/2
Ag1,aflow:60689de1d44a7e34,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgY_sv/f1
Ag1,aflow:609bdf7d999d7d9d,,,0,17.7851,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_GGA:18Jul2000/A1
Ag1,aflow:613cc617351e7652,,,0.000175,17.8506,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBi_d/2
Ag1,aflow:6343e8af02125316,,,0.000126,17.8532,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIn_d/303
Ag1,aflow:63826ad5fca23db6,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIn_d/b1
Ag1,aflow:64b7cebab5f082ef,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgFe_pv/2
Ag1,aflow:643bf66146b7ee2f,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCd/f1
Ag1,aflow:64203bb25e0ab1a4,,,0.037434,16.3025,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:LDA:01Apr2000/A2
Ag1,aflow:6498528adb547c42,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgV_sv/303
Ag1,aflow:65d8fd89d5d0d406,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCa_sv/2
Ag1,aflow:65d526f8cffdec57,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgB_h/b1
Ag1,aflow:661df2b9bd925538,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRu_pv/59
Ag1,aflow:6746964b4f92a43e,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgZr_sv/b1
Ag1,aflow:68e4c3623337cc94,,,0.0318959,17.7843,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_GW:PAW_PBE_KIN:06Mar2008/A2
Ag1,aflow:680ed82e3982b98c,,,0.000273,17.8518,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSe/f1
Ag1,aflow:682e77a1e0c78cc6,,,0.000125,17.8528,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBe_sv/303
Ag1,aflow:68958fa3a25c0509,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHg/59
Ag1,aflow:68d29ae8e2b8c34b,0,metal,,17.859,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_44387
Ag1,aflow:684b11cb6e42b77a,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHf_pv/f1
Ag1,aflow:69d316a099de7835,,,0.029608,18.1145,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:GGA:01Apr2000/A2
Ag1,aflow:6c5444a3604040c9,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCr_pv/b1
Ag1,aflow:6f85e3c02b175cfc,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLa/2
Ag1,aflow:6f3afa9981fb571d,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgFe_pv/f1
Ag1,aflow:710dee0119f76461,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/59
Ag1,aflow:71d8b22c89bcce7c,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCl/f1
Ag1,aflow:73b52517ed198b6c,,,0.030307,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgK_sv/b1
Ag1,aflow:74302cca91a8a274,,,0.030307,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBa_sv/b1
Ag1,aflow:75b722c8e60c5159,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgW_pv/b1
Ag1,aflow:752299baab006118,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMn_pv/2
Ag1,aflow:7563daa4b473750a,,,-0.000221,17.8499,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/303
Ag1,aflow:772e4eaad32e47af,0,metal,,17.859,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_181730
Ag1,aflow:793ce5b389c32356,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgFe_pv/303
Ag1,aflow:7b7c3ecca3169b44,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgOs_pv/b1
Ag1,aflow:7c0e10ddad998dd0,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHg/303
Ag1,aflow:7ca56340d28a5c4c,0,metal,,17.8588,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_64996
Ag1,aflow:7da716159190459a,,,0.029856,17.9789,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBi_d/b1
Ag1,aflow:7e61e053dd2efdb6,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPd_pv/303
Ag1,aflow:80a317676abcfd43,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAs/f1
Ag1,aflow:8235650cde3702d9,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIr/2
Ag1,aflow:8234ec3184ff9283,,,0.030416,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgGa_h/59
Ag1,aflow:832eca949fffbc11,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCl/2
Ag1,aflow:856d7bd784ae94e9,,,0.029856,17.9789,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBi_d/59
Ag1,aflow:851a2715fc63d533,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIr/b1
Ag1,aflow:8644b2a76f1e918e,,,0.000175,17.8506,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSb/f1
Ag1,aflow:87a69a21f3d707bb,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMo_pv/f1
Ag1,aflow:88e2e6e7d7b44087,,,4.3e-05,17.8491,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgZr_sv/2
Ag1,aflow:89cc982cbd3ba998,,,0.000344,17.8539,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSe/A7.A
Ag1,aflow:89c9e432166ef6c0,,,-0.000104,17.8533,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgGa_h/303
Ag1,aflow:893a7fa9f5ec9464,,,0.002366,17.8663,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgC/f1
Ag1,aflow:8ac51407b298847e,,,0.000126,17.8532,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPb_d/303
Ag1,aflow:8a5f59ea778a71a1,,,2.54773,3375,,,aflowlib.duke.edu:AFLOWDATA/LIB0_WEB/Ag:PAW_GGA:18Jul2000/0
Ag1,aflow:8a1d395cd895271f,,,0.002358,17.8666,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgC/303
Ag1,aflow:8b6fb338311b919b,,,0.02722,17.9733,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgC/b1
Ag1,aflow:8b12f2c06037dc2a,,,0.030307,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBe_sv/59
Ag1,aflow:8be6c9f03ce07d48,,,0,17.6514,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_PBE_KIN:02Apr2005/A1
Ag1,aflow:8ce1396a5b8c063b,,,,17.8752,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_PBE:06Sep2000/A1:LDAU2
Ag1,aflow:8e30887103e7d2e7,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTc_pv/2
Ag1,aflow:8fdaaa0dd9e85261,,,0.000175,17.8506,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSb/2
Ag1,aflow:8f22e75cfd6b8655,,,0.0406353,15.9978,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_GW:PAW_LDA_KIN:06Mar2008/A2
Ag1,aflow:8f56fb93b190fa99,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHf_pv/b1
Ag1,aflow:92822fcfbd6ef006,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBe_sv/2
Ag1,aflow:93f85270a51ea486,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLa/59
Ag1,aflow:938d761177b7c63d,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMn_pv/b1
Ag1,aflow:96549a0862a53f8a,,,0.029737,17.9772,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgY_sv/59
Ag1,aflow:96a0e49ccb2248ea,,,0.030077,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNa_sv/59
Ag1,aflow:976416ca9867b920,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBr/2
Ag1,aflow:98cffd306dbe1c38,,,0.0412963,15.9325,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_pv:PAW_LDA_KIN:09Dec2005/A2
Ag1,aflow:98de29a34612e209,,,0.000175,17.8506,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBi_d/f1
Ag1,aflow:99247f77480498ae,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRe_pv/f1
Ag1,aflow:991e701a186044f6,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCo/f1
Ag1,aflow:9a328d62fe6cbcfa,,,-0.000141,17.8969,139,tI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgGe_h/303
Ag1,aflow:9b126ee4c7926df0,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBa_sv/f1
Ag1,aflow:9bd1c6512faf2f11,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgP/59
Ag1,aflow:9d14c178e503051d,,,0.001524,17.8343,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgGe_h/f1
Ag1,aflow:9d0529be3e66143b,,,0.0320231,17.3392,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_sv_GW:PAW_PBE_KIN:05Dec2013/A2
Ag1,aflow:9df1441362196493,,,0.000273,17.8518,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgB_h/f1
Ag1,aflow:9ecbaca6f81b9fab,,,0,17.9853,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:GGA:01Apr2000/A1
Ag1,aflow:9eda14e4e91c2c21,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgOs_pv/59
Ag1,aflow:a16ab66185deed2b,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSc_sv/b1
Ag1,aflow:a4aa1aaa0198a657,0,metal,,17.8583,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_64994
Ag1,aflow:a4649d63be3fe646,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTi_sv/303
Ag1,aflow:a53516fa6cb152d4,,,-3e-08,17.2106,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_sv_GW:PAW_PBE_KIN:05Dec2013/A1
Ag1,aflow:a6e8df18872f6b4e,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMo_pv/303
Ag1,aflow:a988ec05d0a6bf04,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgFe_pv/59
Ag1,aflow:aba59c679710b3ca,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSi/b1
Ag1,aflow:addb392660db5736,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNb_sv/59
Ag1,aflow:ae54f563e0c9d4c3,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCr_pv/59
Ag1,aflow:af6932071ca34033,0,metal,,17.8583,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_52257
Ag1,aflow:b035a63b42ba9211,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHg/f1
Ag1,aflow:b0d7fbdf73cd3b0c,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgK_sv/f1
Ag1,aflow:b2cd065fec780993,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRh_pv/303
Ag1,aflow:b24af24ffd22ade9,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNb_sv/303
Ag1,aflow:b3a7e04b2047a486,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRu_pv/b1
Ag1,aflow:b3fea1c5b027665b,0,metal,,17.8583,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_77917
Ag1,aflow:b3ded8b7b3305e9f,,,0,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_PBE:06Sep2000/A1
Ag1,aflow:b50be45f9d5ae48c,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTc_pv/b1
Ag1,aflow:b5f94c6752b090a6,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPd_pv/59
Ag1,aflow:b67e2a23934a45ea,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPd_pv/2
Ag1,aflow:b8028e906732d405,,,6e-08,15.9137,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_LDA_KIN:06Sep2000/A1
Ag1,aflow:b8796f648216f28f,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTi_sv/2
Ag1,aflow:b8f10dcd92302a84,,,0.000126,17.8532,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTe/303
Ag1,aflow:baad044324699a7b,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCr_pv/2
Ag1,aflow:bcc40dd56a62af60,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRu_pv/2
Ag1,aflow:bdfa76f7578c4c1d,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgW_pv/59
Ag1,aflow:be9153edf4614fc3,,,0.000125,17.8528,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCl/303
Ag1,aflow:bf290383c583853d,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTl_d/f1
Ag1,aflow:bf8bf3673381e4ef,,,0.000126,17.8532,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSe/303
Ag1,aflow:bf3d97b04b46f35e,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTa_pv/b1
Ag1,aflow:c0fc7948a88e0870,0,metal,,17.8583,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_604635
Ag1,aflow:c1d1e6e39c767283,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTl_d/2
Ag1,aflow:c2588b7a72f6a4da,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCo/b1
Ag1,aflow:c29b99609c37e047,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgB_h/2
Ag1,aflow:c3792704b6e20983,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSr_sv/2
Ag1,aflow:c5236bca433d6df2,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBe_sv/f1
Ag1,aflow:c522947214c1587a,0,metal,,17.8583,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_53760
Ag1,aflow:c51e73cb082977c9,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPd_pv/b1
Ag1,aflow:c6a72e550381801b,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgY_sv/303
Ag1,aflow:c6a90145d01a28a1,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSn/59
Ag1,aflow:c862b05188770f72,,,1.84e-06,16.8463,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag_pv:PAW_PBE_KIN:SCAN:09Dec2005/A1
Ag1,aflow:c8f6790e96dc5c19,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPb_d/59
Ag1,aflow:c917fd98c189e8be,,,0.030307,17.9797,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgK_sv/59
Ag1,aflow:cae9112d9a0e88ca,0,metal,,17.8745,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_426921
Ag1,aflow:ccf90b16725b7c81,,,4.91e-06,16.9292,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_PBE_KIN:SCAN:02Apr2005/A1
Ag1,aflow:cedff1aa9af2c1dc,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNi_pv/303
Ag1,aflow:d0ba304b1dd8a41a,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTi_sv/b1
Ag1,aflow:d1f07ae587abf610,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgOs_pv/303
Ag1,aflow:d24f8dbebeac5f0d,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCr_pv/f1
Ag1,aflow:d4916ec3242cd07a,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgRe_pv/59
Ag1,aflow:d58be6271b0e0b70,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLa/303
Ag1,aflow:d661526c7a4f6a5c,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTi_sv/f1
Ag1,aflow:d6fd7dda11420fad,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCu_pv/303
Ag1,aflow:d6562d74fa717ff4,,,0.030307,17.9795,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSn/b1
Ag1,aflow:d7e556b1a0b1958e,,,0.00023,17.8516,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgBa_sv/2
Ag1,aflow:d703219e03a95a37,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSi/2
Ag1,aflow:d8222cad215d1470,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgHf_pv/2
Ag1,aflow:d88e5155b1b74176,0,metal,,17.8587,225,cF4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1_ICSD_53759
Ag1,aflow:d9bc543d39d06cb4,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNb_sv/2
Ag1,aflow:daad98a1eb813279,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSc_sv/f1
Ag1,aflow:dafa080482663654,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgFe_pv/b1
Ag1,aflow:da0f81896fe20b1f,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgPt/f1
Ag1,aflow:dba561034523bffd,,,4.4e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTc_pv/f1
Ag1,aflow:dc0dda1812cef3e1,,,0.029737,17.9772,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSc_sv/59
Ag1,aflow:dda9e96890899073,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMg_pv/303
Ag1,aflow:deb16f7ad2ebc748,,,0.000126,17.8532,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/303
Ag1,aflow:def6ecdc83fdb2e6,,,0.02878,17.9747,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgMg_pv/59
Ag1,aflow:dfc15041515b3691,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgAl/f1
Ag1,aflow:dffc954dd55e5702,,,0.029788,17.9777,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgV_sv/b1
Ag1,aflow:e03e050246558218,,,0.000237,17.8512,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSn/2
Ag1,aflow:e02ff3f6ed28be32,,,0.000125,17.8528,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLi_sv/303
Ag1,aflow:e1b860667cd209a0,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgZr_sv/f1
Ag1,aflow:e2233700240455d2,,,0.0317281,17.8044,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:PAW_PBE_KIN:02Apr2005/A2
Ag1,aflow:e21744c3a3d6ec58,,,0.029773,17.9773,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTi_sv/59
Ag1,aflow:e2bfbc8087d9966b,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgNi_pv/2
Ag1,aflow:e367c6cd2393cd36,,,0.000263,17.87,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgIr/303
Ag1,aflow:e438bba513889d9d,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgSc_sv/2
Ag1,aflow:e4555500275e5fed,,,0.029737,17.9772,229,cI2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgTa_pv/59
Ag1,aflow:e546a1bd8e7735e3,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgCd/2
Ag1,aflow:e6e97345e156d06a,,,4.3e-05,17.8488,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/AgLa/f1
Ag1,aflow:e7adff940d9e3dcc,,,0,16.2004,225,cF4,aflowlib.duke.edu:AFLOWDATA/LIB1_WEB/Ag:LDA:01Apr2000/A1
